date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
2012-05-26,Netherlands,Bulgaria,1,2,Friendly,Amsterdam,Netherlands,FALSE
2012-05-26,Norway,England,0,1,Friendly,Oslo,Norway,FALSE
2012-05-26,Poland,Slovakia,1,0,Friendly,Klagenfurt,Austria,TRUE
2012-05-26,Portugal,North Macedonia,0,0,Friendly,Leiria,Portugal,FALSE
2012-05-26,Spain,Serbia,2,0,Friendly,St. Gallen,Switzerland,TRUE
2012-05-26,Switzerland,Germany,5,3,Friendly,Basel,Switzerland,FALSE
2012-05-26,Tanzania,Malawi,0,0,Friendly,Dar es Salaam,Tanzania,FALSE
2012-05-26,United States,Scotland,5,1,Friendly,Jacksonville,United States,FALSE
2012-05-27,Albania,Iran,1,0,Friendly,Istanbul,Turkey,TRUE
2012-05-27,Chad,Libya,0,1,Friendly,Tunis,Tunisia,TRUE
2012-05-27,France,Iceland,3,2,Friendly,Valenciennes,France,FALSE
2012-05-27,Jamaica,Panama,0,1,Friendly,Kingston,Jamaica,FALSE
2012-05-27,Mexico,Wales,2,0,Friendly,East Rutherford,United States,TRUE
2012-05-27,Oman,Lebanon,1,1,Friendly,Muscat,Oman,FALSE
2012-05-27,Tunisia,Rwanda,5,1,Friendly,Monastir,Tunisia,FALSE
2012-05-28,Iraq,Botswana,1,1,Friendly,Istanbul,Turkey,TRUE
2012-05-28,Qatar,Palestine,0,0,Friendly,Doha,Qatar,FALSE
2012-05-28,Ukraine,Estonia,4,0,Friendly,Kufstein,Austria,TRUE
2012-05-29,Angola,North Macedonia,0,0,Friendly,Cascais,Portugal,TRUE
2012-05-29,Bulgaria,Turkey,0,2,Friendly,Salzburg,Austria,TRUE
2012-05-29,Lithuania,Russia,0,0,Friendly,Nyon,Switzerland,TRUE
2012-05-30,Azerbaijan,Andorra,0,0,Friendly,Kelsterbach,Germany,TRUE
2012-05-30,Chad,Rwanda,1,1,Friendly,Port el-Kantaoui,Tunisia,TRUE
2012-05-30,Netherlands,Slovakia,2,0,Friendly,Rotterdam,Netherlands,FALSE
2012-05-30,Spain,South Korea,4,1,Friendly,Berne,Switzerland,TRUE
2012-05-30,Sweden,Iceland,3,2,Friendly,Gothenburg,Sweden,FALSE
2012-05-30,Switzerland,Romania,0,1,Friendly,Lucerne,Switzerland,FALSE
2012-05-30,United States,Brazil,1,4,Friendly,Washington,United States,FALSE
2012-05-31,Armenia,Greece,0,1,Friendly,Kufstein,Austria,TRUE
2012-05-31,France,Serbia,2,0,Friendly,Reims,France,FALSE
2012-05-31,Germany,Israel,2,0,Friendly,Leipzig,Germany,FALSE
2012-05-31,Mexico,Bosnia and Herzegovina,2,1,Friendly,Chicago,United States,TRUE
2012-06-01,Austria,Ukraine,3,2,Friendly,Innsbruck,Austria,FALSE
2012-06-01,Czech Republic,Hungary,1,2,Friendly,Prague,Czech Republic,FALSE
2012-06-01,Egypt,Mozambique,2,0,FIFA World Cup qualification,Alexandria,Egypt,FALSE
2012-06-01,Estonia,Finland,1,2,Baltic Cup,Tartu,Estonia,FALSE
2012-06-01,Ghana,Lesotho,7,0,FIFA World Cup qualification,Kumasi,Ghana,FALSE
2012-06-01,Guatemala,Costa Rica,1,0,Friendly,Guatemala,Guatemala,FALSE
2012-06-01,Hong Kong,Singapore,1,0,Friendly,So Kon Po,Hong Kong,FALSE
2012-06-01,Italy,Russia,0,3,Friendly,Zürich,Switzerland,TRUE
2012-06-01,Kazakhstan,Kyrgyzstan,5,2,Friendly,Almaty,Kazakhstan,FALSE
2012-06-01,Latvia,Lithuania,5,0,Baltic Cup,Võru,Estonia,TRUE
2012-06-01,Malaysia,Philippines,0,0,Friendly,Shah Alam,Malaysia,FALSE
2012-06-01,Panama,Jamaica,2,1,Friendly,Panama City,Panama,FALSE
2012-06-01,Puerto Rico,Nicaragua,3,1,Friendly,Bayamón,Puerto Rico,FALSE
2012-06-01,Samoa,Tahiti,1,10,Oceania Nations Cup,Honiara,Solomon Islands,TRUE
2012-06-01,Vanuatu,New Caledonia,2,5,Oceania Nations Cup,Honiara,Solomon Islands,TRUE
2012-06-02,Algeria,Rwanda,4,0,FIFA World Cup qualification,Blida,Algeria,FALSE
2012-06-02,Argentina,Ecuador,4,0,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE
2012-06-02,Bolivia,Chile,0,2,FIFA World Cup qualification,La Paz,Bolivia,FALSE
2012-06-02,Burkina Faso,Congo,0,3,FIFA World Cup qualification,Ouagadougou,Burkina Faso,FALSE
2012-06-02,Cameroon,DR Congo,1,0,FIFA World Cup qualification,Yaoundé,Cameroon,FALSE
2012-06-02,Central African Republic,Botswana,2,0,FIFA World Cup qualification,Bangui,Central African Republic,FALSE
2012-06-02,Denmark,Australia,2,0,Friendly,Copenhagen,Denmark,FALSE
2012-06-02,El Salvador,Honduras,0,3,Friendly,Washington,United States,TRUE
2012-06-02,England,Belgium,1,0,Friendly,London,England,FALSE
2012-06-02,Fiji,New Zealand,0,1,Oceania Nations Cup,Honiara,Solomon Islands,TRUE
2012-06-02,Gambia,Morocco,1,1,FIFA World Cup qualification,Bakau,Gambia,FALSE
2012-06-02,Ivory Coast,Tanzania,2,0,FIFA World Cup qualification,Abidjan,Ivory Coast,FALSE
2012-06-02,Kenya,Malawi,0,0,FIFA World Cup qualification,Nairobi,Kenya,FALSE
2012-06-02,Luxembourg,Malta,0,2,Friendly,Luxembourg,Luxembourg,FALSE
2012-06-02,Netherlands,Northern Ireland,6,0,Friendly,Amsterdam,Netherlands,FALSE
2012-06-02,Norway,Croatia,1,1,Friendly,Oslo,Norway,FALSE
2012-06-02,Poland,Andorra,4,0,Friendly,Warsaw,Poland,FALSE
2012-06-02,Portugal,Turkey,1,3,Friendly,Lisbon,Portugal,FALSE
2012-06-02,Senegal,Liberia,3,1,FIFA World Cup qualification,Dakar,Senegal,FALSE
2012-06-02,Sierra Leone,Cape Verde,2,1,FIFA World Cup qualification,Freetowm,Sierra Leone,FALSE
2012-06-02,Solomon Islands,Papua New Guinea,1,0,Oceania Nations Cup,Honiara,Solomon Islands,FALSE
2012-06-02,Sudan,Zambia,0,3,FIFA World Cup qualification,Khartoum,Sudan,FALSE
2012-06-02,Tunisia,Equatorial Guinea,3,1,FIFA World Cup qualification,Monastir,Tunisia,FALSE
2012-06-02,Uruguay,Venezuela,1,1,FIFA World Cup qualification,Montevideo,Uruguay,FALSE
2012-06-03,Angola,Uganda,1,1,FIFA World Cup qualification,Luanda,Angola,FALSE
2012-06-03,Benin,Mali,1,0,FIFA World Cup qualification,Cotonou,Benin,FALSE
2012-06-03,Canada,United States,0,0,Friendly,Toronto,Canada,FALSE
2012-06-03,Estonia,Lithuania,1,0,Baltic Cup,Tartu,Estonia,FALSE
2012-06-03,Finland,Latvia,1,1,Baltic Cup,Võru,Estonia,TRUE
2012-06-03,Japan,Oman,3,0,FIFA World Cup qualification,Saitama,Japan,FALSE
2012-06-03,Jordan,Iraq,1,1,FIFA World Cup qualification,Amman,Jordan,FALSE
2012-06-03,Lebanon,Qatar,0,1,FIFA World Cup qualification,Beirut,Lebanon,FALSE
2012-06-03,Mexico,Brazil,2,0,Friendly,Arlington,United States,TRUE
2012-06-03,Niger,Gabon,3,0,FIFA World Cup qualification,Niamey,Niger,FALSE
2012-06-03,Nigeria,Namibia,1,0,FIFA World Cup qualification,Calabar,Nigeria,FALSE
2012-06-03,Peru,Colombia,0,1,FIFA World Cup qualification,Lima,Peru,FALSE
2012-06-03,Puerto Rico,Nicaragua,1,1,Friendly,Bayamón,Puerto Rico,FALSE
2012-06-03,South Africa,Ethiopia,1,1,FIFA World Cup qualification,Rustenburg,South Africa,FALSE
2012-06-03,Spain,China PR,1,0,Friendly,Seville,Spain,FALSE
2012-06-03,Tahiti,New Caledonia,4,3,Oceania Nations Cup,Honiara,Solomon Islands,TRUE
2012-06-03,Togo,Libya,1,1,FIFA World Cup qualification,Lomé,Togo,FALSE
2012-06-03,Uzbekistan,Iran,0,1,FIFA World Cup qualification,Tashkent,Uzbekistan,FALSE
2012-06-03,Vanuatu,Samoa,5,0,Oceania Nations Cup,Honiara,Solomon Islands,TRUE
2012-06-03,Zimbabwe,Guinea,0,1,FIFA World Cup qualification,Harare,Zimbabwe,FALSE
2012-06-04,Hungary,Republic of Ireland,0,0,Friendly,Budapest,Hungary,FALSE
2012-06-04,Papua New Guinea,New Zealand,1,2,Oceania Nations Cup,Honiara,Solomon Islands,TRUE
2012-06-04,Solomon Islands,Fiji,0,0,Oceania Nations Cup,Honiara,Solomon Islands,FALSE
2012-06-04,Iraqi Kurdistan,Western Sahara,6,0,Viva World Cup,Erbil,Iraq,FALSE
2012-06-04,Zanzibar,Raetia,6,0,Viva World Cup,Arbil,Iraq,TRUE
2012-06-04,Northern Cyprus,Darfur,15,0,Viva World Cup,Arbil,Iraq,TRUE
2012-06-05,Armenia,Kazakhstan,3,0,Friendly,Yerevan,Armenia,FALSE
2012-06-05,Austria,Romania,0,0,Friendly,Innsbruck,Austria,FALSE
2012-06-05,France,Estonia,4,0,Friendly,Le Mans,France,FALSE
2012-06-05,New Caledonia,Samoa,9,0,Oceania Nations Cup,Honiara,Solomon Islands,TRUE
2012-06-05,Philippines,Indonesia,2,2,Friendly,Manila,Philippines,FALSE
2012-06-05,Sweden,Serbia,2,1,Friendly,Solna,Sweden,FALSE
2012-06-05,Tahiti,Vanuatu,4,1,Oceania Nations Cup,Honiara,Solomon Islands,TRUE
2012-06-05,Turkey,Ukraine,2,0,Friendly,Ingolstadt,Germany,TRUE
2012-06-05,Western Sahara,Occitania,2,6,Viva World Cup,Salahaddin,Iraq,TRUE
2012-06-05,Raetia,Tamil Eelam,1,0,Viva World Cup,Arbil,Iraq,TRUE
2012-06-05,Darfur,Provence,0,18,Viva World Cup,Arbil,Iraq,TRUE
2012-06-06,Papua New Guinea,Fiji,1,1,Oceania Nations Cup,Honiara,Solomon Islands,TRUE
2012-06-06,Solomon Islands,New Zealand,1,1,Oceania Nations Cup,Honiara,Solomon Islands,FALSE
2012-06-06,Iraqi Kurdistan,Occitania,1,0,Viva World Cup,Sulaymaniyah,Iraq,FALSE
2012-06-06,Tamil Eelam,Zanzibar,0,3,Viva World Cup,Arbil,Iraq,TRUE
2012-06-06,Provence,Northern Cyprus,2,1,Viva World Cup,Arbil,Iraq,TRUE
2012-06-07,Belarus,Lithuania,1,1,Friendly,Minsk,Belarus,FALSE
2012-06-07,Western Sahara,Darfur,5,1,Viva World Cup,Arbil,Iraq,TRUE
2012-06-07,Occitania,Tamil Eelam,7,0,Viva World Cup,Arbil,Iraq,TRUE
2012-06-08,Bahrain,Kuwait,1,1,Friendly,6th of October City,Egypt,TRUE
2012-06-08,China PR,Vietnam,3,0,Friendly,Wuhan,China PR,FALSE
2012-06-08,Costa Rica,El Salvador,2,2,FIFA World Cup qualification,San José,Costa Rica,FALSE
2012-06-08,Cuba,Canada,0,1,FIFA World Cup qualification,Havana,Cuba,FALSE
2012-06-08,Honduras,Panama,0,2,FIFA World Cup qualification,San Pedro Sula,Honduras,FALSE
2012-06-08,Jamaica,Guatemala,2,1,FIFA World Cup qualification,Kingston,Jamaica,FALSE
2012-06-08,Japan,Jordan,6,0,FIFA World Cup qualification,Saitama,Japan,FALSE
2012-06-08,Lebanon,Uzbekistan,1,1,FIFA World Cup qualification,Beirut,Lebanon,FALSE
2012-06-08,Mexico,Guyana,3,1,FIFA World Cup qualification,Mexico City,Mexico,FALSE
2012-06-08,New Zealand,New Caledonia,0,2,Oceania Nations Cup,Honiara,Solomon Islands,TRUE
2012-06-08,Oman,Australia,0,0,FIFA World Cup qualification,Muscat,Oman,FALSE
2012-06-08,Poland,Greece,1,1,UEFA Euro,Warsaw,Poland,FALSE
2012-06-08,Qatar,South Korea,1,4,FIFA World Cup qualification,Doha,Qatar,FALSE
2012-06-08,Russia,Czech Republic,4,1,UEFA Euro,Wrocław,Poland,TRUE
2012-06-08,Singapore,Malaysia,2,2,Friendly,Singapore,Singapore,FALSE
2012-06-08,Solomon Islands,Tahiti,0,1,Oceania Nations Cup,Honiara,Solomon Islands,FALSE
2012-06-08,United States,Antigua and Barbuda,3,1,FIFA World Cup qualification,Tampa,United States,FALSE
2012-06-08,Western Sahara,Raetia,3,0,Viva World Cup,Arbil,Iraq,TRUE
2012-06-08,Iraqi Kurdistan,Provence,2,1,Viva World Cup,Duhok,Iraq,FALSE
2012-06-08,Zanzibar,Northern Cyprus,0,2,Viva World Cup,Duhok,Iraq,TRUE
2012-06-09,Bolivia,Paraguay,3,1,FIFA World Cup qualification,La Paz,Bolivia,FALSE
2012-06-09,Botswana,South Africa,1,1,FIFA World Cup qualification,Gaborone,Botswana,FALSE
2012-06-09,Brazil,Argentina,3,4,Friendly,East Rutherford,United States,TRUE
2012-06-09,Cape Verde,Tunisia,1,2,FIFA World Cup qualification,Praia,Cape Verde,FALSE
2012-06-09,Congo,Niger,1,0,FIFA World Cup qualification,Pointe-Noire,Congo,FALSE
2012-06-09,Equatorial Guinea,Sierra Leone,2,2,FIFA World Cup qualification,Malabo,Equatorial Guinea,FALSE
2012-06-09,French Guiana,Suriname,2,1,Friendly,Cayenne,French Guiana,FALSE
2012-06-09,Gabon,Burkina Faso,1,0,FIFA World Cup qualification,Libreville,Gabon,FALSE
2012-06-09,Germany,Portugal,1,0,UEFA Euro,L'viv,Ukraine,TRUE
2012-06-09,Malawi,Nigeria,1,1,FIFA World Cup qualification,Blantyre,Malawi,FALSE
2012-06-09,Morocco,Ivory Coast,2,2,FIFA World Cup qualification,Marrakech,Morocco,FALSE
2012-06-09,Namibia,Kenya,1,0,FIFA World Cup qualification,Windhoek,Namibia,FALSE
2012-06-09,Netherlands,Denmark,0,1,UEFA Euro,Kharkiv,Ukraine,TRUE
2012-06-09,Uganda,Senegal,1,1,FIFA World Cup qualification,Kampala,Uganda,FALSE
2012-06-09,Venezuela,Chile,0,2,FIFA World Cup qualification,Puerto la Cruz,Venezuela,FALSE
2012-06-09,Zambia,Ghana,1,0,FIFA World Cup qualification,Ndola,Zambia,FALSE
2012-06-09,Tamil Eelam,Raetia,4,0,Viva World Cup,Arbil,Iraq,TRUE
2012-06-09,Occitania,Western Sahara,3,1,Viva World Cup,Salahaddin,Iraq,TRUE
2012-06-09,Provence,Zanzibar,2,7,Viva World Cup,Arbil,Iraq,TRUE
2012-06-09,Iraqi Kurdistan,Northern Cyprus,2,1,Viva World Cup,Arbil,Iraq,FALSE
2012-06-10,DR Congo,Togo,2,0,FIFA World Cup qualification,Kinshasa,DR Congo,FALSE
2012-06-10,Ecuador,Colombia,1,0,FIFA World Cup qualification,Quito,Ecuador,FALSE
2012-06-10,Ethiopia,Central African Republic,2,0,FIFA World Cup qualification,Addis Ababa,Ethiopia,FALSE
2012-06-10,Guinea,Egypt,2,3,FIFA World Cup qualification,Conakry,Guinea,FALSE
2012-06-10,Hong Kong,Vietnam,1,2,Friendly,Kowloon,Hong Kong,FALSE
2012-06-10,Republic of Ireland,Croatia,1,3,UEFA Euro,Poznań,Poland,TRUE
2012-06-10,Lesotho,Sudan,0,0,FIFA World Cup qualification,Maseru,Lesotho,FALSE
2012-06-10,Liberia,Angola,0,0,FIFA World Cup qualification,Monrovia,Liberia,FALSE
2012-06-10,Libya,Cameroon,2,1,FIFA World Cup qualification,Sfax,Tunisia,TRUE
2012-06-10,Mali,Algeria,2,1,FIFA World Cup qualification,Ouagadougou,Burkina Faso,TRUE
2012-06-10,Mozambique,Zimbabwe,0,0,FIFA World Cup qualification,Maputo,Mozambique,FALSE
2012-06-10,Rwanda,Benin,1,1,FIFA World Cup qualification,Kigali,Rwanda,FALSE
2012-06-10,Solomon Islands,New Zealand,3,4,Oceania Nations Cup,Honiara,Solomon Islands,FALSE
2012-06-10,Spain,Italy,1,1,UEFA Euro,Gdańsk,Poland,TRUE
2012-06-10,Tahiti,New Caledonia,1,0,Oceania Nations Cup,Honiara,Solomon Islands,TRUE
2012-06-10,Tanzania,Gambia,2,1,FIFA World Cup qualification,Dar es Salaam,Tanzania,FALSE
2012-06-10,Uruguay,Peru,4,2,FIFA World Cup qualification,Montevideo,Uruguay,FALSE
2012-06-11,France,England,1,1,UEFA Euro,Donets'k,Ukraine,TRUE
2012-06-11,Ukraine,Sweden,2,1,UEFA Euro,Kyïv,Ukraine,FALSE
2012-06-12,Antigua and Barbuda,Jamaica,0,0,FIFA World Cup qualification,St. John's,Antigua and Barbuda,FALSE
2012-06-12,Australia,Japan,1,1,FIFA World Cup qualification,Brisbane,Australia,FALSE
2012-06-12,Bahrain,Kuwait,0,1,Friendly,6th of October City,Egypt,TRUE
2012-06-12,Canada,Honduras,0,0,FIFA World Cup qualification,Toronto,Canada,FALSE
2012-06-12,El Salvador,Mexico,1,2,FIFA World Cup qualification,San Salvador,El Salvador,FALSE
2012-06-12,Greece,Czech Republic,1,2,UEFA Euro,Wrocław,Poland,TRUE
2012-06-12,Guatemala,United States,1,1,FIFA World Cup qualification,Guatemala,Guatemala,FALSE
2012-06-12,Guyana,Costa Rica,0,4,FIFA World Cup qualification,Providence,Guyana,FALSE
2012-06-12,Iran,Qatar,0,0,FIFA World Cup qualification,Teheran,Iran,FALSE
2012-06-12,Iraq,Oman,1,1,FIFA World Cup qualification,Doha,Qatar,TRUE
2012-06-12,South Korea,Lebanon,3,0,FIFA World Cup qualification,Goyang,South Korea,FALSE
2012-06-12,Malaysia,Singapore,2,0,Friendly,Shah Alam,Malaysia,FALSE
2012-06-12,Panama,Cuba,1,0,FIFA World Cup qualification,Panama City,Panama,FALSE
2012-06-12,Philippines,Guam,3,0,Friendly,Bacalod,Philippines,FALSE
2012-06-12,Poland,Russia,1,1,UEFA Euro,Warsaw,Poland,FALSE
2012-06-13,Denmark,Portugal,2,3,UEFA Euro,L'viv,Ukraine,TRUE
2012-06-13,Netherlands,Germany,1,2,UEFA Euro,Kharkiv,Ukraine,TRUE
2012-06-14,Italy,Croatia,1,1,UEFA Euro,Poznań,Poland,TRUE
2012-06-14,Spain,Republic of Ireland,4,0,UEFA Euro,Gdańsk,Poland,TRUE
2012-06-15,Algeria,Gambia,4,1,African Cup of Nations qualification,Blida,Algeria,FALSE
2012-06-15,Egypt,Central African Republic,2,3,African Cup of Nations qualification,Alexandria,Egypt,FALSE
2012-06-15,South Africa,Gabon,3,0,Friendly,Nelspruit,South Africa,FALSE
2012-06-15,Sweden,England,2,3,UEFA Euro,Kyïv,Ukraine,TRUE
2012-06-15,Ukraine,France,0,2,UEFA Euro,Donets'k,Ukraine,FALSE
2012-06-16,Cameroon,Guinea-Bissau,1,0,African Cup of Nations qualification,Yaoundé,Cameroon,FALSE
2012-06-16,Cape Verde,Madagascar,3,1,African Cup of Nations qualification,Praia,Cape Verde,FALSE
2012-06-16,Greece,Russia,1,0,UEFA Euro,Warsaw,Poland,TRUE
2012-06-16,Malawi,Chad,2,0,African Cup of Nations qualification,Blantyre,Malawi,FALSE
2012-06-16,Namibia,Liberia,0,0,African Cup of Nations qualification,Windhoek,Namibia,FALSE
2012-06-16,Nigeria,Rwanda,2,0,African Cup of Nations qualification,Calabar,Nigeria,FALSE
2012-06-16,Poland,Czech Republic,0,1,UEFA Euro,Wrocław,Poland,FALSE
2012-06-16,Sierra Leone,São Tomé and Príncipe,4,2,African Cup of Nations qualification,Freetown,Sierra Leone,FALSE
2012-06-16,Uganda,Congo,4,0,African Cup of Nations qualification,Kampala,Uganda,FALSE
2012-06-17,Benin,Ethiopia,1,1,African Cup of Nations qualification,Cotonou,Benin,FALSE
2012-06-17,DR Congo,Seychelles,3,0,African Cup of Nations qualification,Kinshasa,DR Congo,FALSE
2012-06-17,Denmark,Germany,1,2,UEFA Euro,L'viv,Ukraine,TRUE
2012-06-17,Portugal,Netherlands,2,1,UEFA Euro,Kharkiv,Ukraine,TRUE
2012-06-17,Togo,Kenya,1,0,African Cup of Nations qualification,Lomé,Togo,FALSE
2012-06-17,Zimbabwe,Burundi,1,0,African Cup of Nations qualification,Harare,Zimbabwe,FALSE
2012-06-18,Croatia,Spain,0,1,UEFA Euro,Gdańsk,Poland,TRUE
2012-06-18,Italy,Republic of Ireland,2,0,UEFA Euro,Poznań,Poland,TRUE
2012-06-18,Saudi Arabia,Morocco,4,0,Friendly,Ta’if,Saudi Arabia,FALSE
2012-06-18,Yemen,Palestine,1,2,Friendly,Sana'a,Yemen,FALSE
2012-06-19,Sweden,France,2,0,UEFA Euro,Kyïv,Ukraine,TRUE
2012-06-19,Ukraine,England,0,1,UEFA Euro,Donets'k,Ukraine,FALSE
2012-06-21,Czech Republic,Portugal,0,1,UEFA Euro,Warsaw,Poland,TRUE
2012-06-22,Germany,Greece,4,2,UEFA Euro,Gdańsk,Poland,TRUE
2012-06-22,Saudi Arabia,Kuwait,4,0,UAFA Cup,Ta’if,Saudi Arabia,FALSE
2012-06-23,Libya,Yemen,3,1,UAFA Cup,Jeddah,Saudi Arabia,TRUE
2012-06-23,Morocco,Bahrain,4,0,UAFA Cup,Jeddah,Saudi Arabia,TRUE
2012-06-23,Spain,France,2,0,UEFA Euro,Donets'k,Ukraine,TRUE
2012-06-24,England,Italy,0,0,UEFA Euro,Kyïv,Ukraine,TRUE
2012-06-24,Iraq,Lebanon,1,0,UAFA Cup,Jeddah,Saudi Arabia,TRUE
2012-06-25,Kuwait,Palestine,2,0,UAFA Cup,Ta’if,Saudi Arabia,TRUE
2012-06-26,Bahrain,Yemen,0,2,UAFA Cup,Jeddah,Saudi Arabia,TRUE
2012-06-26,Libya,Morocco,0,0,UAFA Cup,Jeddah,Saudi Arabia,TRUE
2012-06-27,Lebanon,Sudan,0,2,UAFA Cup,Jeddah,Saudi Arabia,TRUE
2012-06-27,Portugal,Spain,0,0,UEFA Euro,Donets'k,Ukraine,TRUE
2012-06-28,Germany,Italy,1,2,UEFA Euro,Warsaw,Poland,TRUE
2012-06-28,Saudi Arabia,Palestine,2,2,UAFA Cup,Ta’if,Saudi Arabia,FALSE
2012-06-29,Libya,Bahrain,2,1,UAFA Cup,Ta’if,Saudi Arabia,TRUE
2012-06-29,Yemen,Morocco,0,4,UAFA Cup,Jeddah,Saudi Arabia,TRUE
2012-06-30,Central African Republic,Egypt,1,1,African Cup of Nations qualification,Bangui,Central African Republic,FALSE
2012-06-30,Sudan,Iraq,1,1,UAFA Cup,Jeddah,Saudi Arabia,TRUE
2012-07-01,Spain,Italy,4,0,UEFA Euro,Kyïv,Ukraine,TRUE
2012-07-03,Morocco,Iraq,2,1,UAFA Cup,Jeddah,Saudi Arabia,TRUE
2012-07-03,Saudi Arabia,Libya,0,2,UAFA Cup,Jeddah,Saudi Arabia,FALSE
2012-07-05,Saudi Arabia,Iraq,0,1,UAFA Cup,Jeddah,Saudi Arabia,FALSE
2012-07-06,Libya,Morocco,1,1,UAFA Cup,Jeddah,Saudi Arabia,TRUE
2012-07-06,Malawi,Zambia,1,0,Friendly,Blantyre,Malawi,FALSE
2012-07-07,British Virgin Islands,Anguilla,1,0,Friendly,Road Town,British Virgin Islands,FALSE
2012-07-10,South Sudan,Uganda,2,2,Friendly,Juba,South Sudan,FALSE
2012-07-12,Kenya,Botswana,3,1,Friendly,Nairobi,Kenya,FALSE
2012-07-13,Aruba,Curaçao,3,2,ABCS Tournament,Oranjestad,Aruba,FALSE
2012-07-13,Suriname,Bonaire,8,0,ABCS Tournament,Oranjestad,Aruba,TRUE
2012-07-15,Aruba,Suriname,1,0,ABCS Tournament,Oranjestad,Aruba,FALSE
2012-07-15,Bonaire,Curaçao,2,9,ABCS Tournament,Oranjestad,Aruba,TRUE
2012-07-16,Botswana,Zimbabwe,1,0,Friendly,Molepolole,Botswana,FALSE
2012-07-17,Zimbabwe,Lesotho,5,3,Friendly,Molepolole,Botswana,TRUE
2012-07-18,Botswana,Lesotho,0,0,Friendly,Molepolole,Botswana,FALSE
2012-07-18,Guam,Northern Mariana Islands,3,1,EAFF Championship,Yona,Guam,FALSE
2012-07-20,Northern Mariana Islands,Macau,1,5,EAFF Championship,Yona,Guam,TRUE
2012-07-22,Guam,Macau,3,0,EAFF Championship,Yona,Guam,FALSE
2012-08-08,Zambia,Zimbabwe,2,1,Friendly,Ndola,Zambia,FALSE
2012-08-11,El Salvador,Guatemala,1,0,Friendly,Carson,United States,TRUE
2012-08-13,Jordan,Uzbekistan,0,1,Friendly,Amman,Jordan,FALSE
2012-08-14,Burkina Faso,Togo,3,0,Friendly,Saint-Leu-la-Forêt,France,TRUE
2012-08-14,Liechtenstein,Andorra,1,0,Friendly,Vaduz,Liechtenstein,FALSE
2012-08-14,San Marino,Malta,2,3,Friendly,Serravalle,San Marino,FALSE
2012-08-15,Albania,Moldova,0,0,Friendly,Tirana,Albania,FALSE
2012-08-15,Angola,Mozambique,2,0,Friendly,Benguela,Angola,FALSE
2012-08-15,Armenia,Belarus,1,2,Friendly,Yerevan,Armenia,FALSE
2012-08-15,Austria,Turkey,2,0,Friendly,Vienna,Austria,FALSE
2012-08-15,Azerbaijan,Bahrain,3,0,Friendly,Bakıxanov,Azerbaijan,FALSE
2012-08-15,Belgium,Netherlands,4,2,Friendly,Brussels,Belgium,FALSE
2012-08-15,Bolivia,Guyana,2,0,Friendly,Santa Cruz,Bolivia,FALSE
2012-08-15,Botswana,Tanzania,3,3,Friendly,Molepolole,Botswana,FALSE
2012-08-15,Bulgaria,Cyprus,1,0,Friendly,Sofia,Bulgaria,FALSE
2012-08-15,Canada,Trinidad and Tobago,2,0,Friendly,Lauderhill,United States,TRUE
2012-08-15,China PR,Ghana,1,1,Friendly,Xi'an,China PR,FALSE
2012-08-15,Costa Rica,Peru,0,1,Friendly,San José,Costa Rica,FALSE
2012-08-15,Croatia,Switzerland,2,4,Friendly,Split,Croatia,FALSE
2012-08-15,Denmark,Slovakia,1,3,Friendly,Odense,Denmark,FALSE
2012-08-15,Ecuador,Chile,3,0,Friendly,New York,United States,TRUE
2012-08-15,El Salvador,Jamaica,0,2,Friendly,Washington,United States,TRUE
2012-08-15,England,Italy,2,1,Friendly,Berne,Switzerland,TRUE
2012-08-15,Equatorial Guinea,Liberia,1,0,Friendly,Malabo,Equatorial Guinea,FALSE
2012-08-15,Estonia,Poland,1,0,Friendly,Tallinn,Estonia,FALSE
2012-08-15,France,Uruguay,0,0,Friendly,Le Havre,France,FALSE
2012-08-15,Germany,Argentina,1,3,Friendly,Frankfurt am Main,Germany,FALSE
2012-08-15,Guatemala,Paraguay,3,3,Friendly,Washington,United States,TRUE
2012-08-15,Hungary,Israel,1,1,Friendly,Budapest,Hungary,FALSE
2012-08-15,Iceland,Faroe Islands,2,0,Friendly,Reykjavík,Iceland,FALSE
2012-08-15,Iran,Tunisia,2,2,Friendly,Kecskemét,Hungary,TRUE
2012-08-15,Japan,Venezuela,1,1,Friendly,Sapporo,Japan,FALSE
2012-08-15,Jordan,Uzbekistan,2,0,Friendly,Amman,Jordan,FALSE
2012-08-15,South Korea,Zambia,2,1,Friendly,Anyang,South Korea,FALSE
2012-08-15,Luxembourg,Georgia,1,2,Friendly,Differdange,Luxembourg,FALSE
2012-08-15,North Macedonia,Lithuania,1,0,Friendly,Skopje,North Macedonia,FALSE
2012-08-15,Mexico,United States,0,1,Friendly,Mexico City,Mexico,FALSE
2012-08-15,Montenegro,Latvia,2,0,Friendly,Podgorica,Montenegro,FALSE
2012-08-15,Morocco,Guinea,1,2,Friendly,Rabat,Morocco,FALSE
2012-08-15,Niger,Nigeria,0,0,Friendly,Niamey,Niger,FALSE
2012-08-15,Northern Ireland,Finland,3,3,Friendly,Belfast,Northern Ireland,FALSE
2012-08-15,Norway,Greece,2,3,Friendly,Oslo,Norway,FALSE
2012-08-15,Oman,Egypt,1,1,Friendly,Salalah,Oman,FALSE
